nct_number,study_title,phase,enrollment,funder_type,sponsor,start_date,completion_date,duration_months,start_year,allocation,masking,primary_purpose,intervention_model,is_multinational,country_count,scope
NCT02023918,Role of Growth Hormone Antagonism in Modulating Insulin Sensitivity in Subjects With Pre-diabetes,Phase 2,6,OTHER,"University of California, San Francisco",2014-01-01,2015-12-01,23.0,2014.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT01326442,Vitamin D and Omega-3 Inhibit Metabolic Syndrome,Phase 3,40,OTHER,University of Guelph,2011-04-01,2012-12-01,20.0,2011.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00230087,Iron Depletion Therapy for Type 2 DM and NAFLD,Phase 2,15,NIH,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),2005-09-01,2010-06-01,57.0,2005.0,NON_RANDOMIZED,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT01773707,CTLA4-Ig (Abatacept)for Prevention of Abnormal Glucose Tolerance and Diabetes in Relatives At -Risk for Type 1,Phase 2,212,NIH,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),2013-03-01,,,2013.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",PREVENTION,PARALLEL,1,2,Multinational
NCT01774474,PRevention of Macular EDema After Cataract Surgery,Phase 3,1127,OTHER,Maastricht University Medical Center,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",PREVENTION,PARALLEL,1,7,Multinational
NCT03654651,Peanuts and Glycemic Control,Phase 2,51,OTHER,Penn State University,,,,,RANDOMIZED,SINGLE (INVESTIGATOR),PREVENTION,CROSSOVER,0,1,Single Country
NCT00808795,Efficacy of N-Acetylcysteine in Prevention of Post-Catheterization Contrast-Induced Nephropathy in Diabetic Patients With Chronic Kidney Disease,Phase 3,90,OTHER,Tehran University of Medical Sciences,2006-04-01,2006-10-01,6.0,2006.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",PREVENTION,PARALLEL,0,1,Single Country
NCT05691712,A Study of Tirzepatide (LY3298176) in Chinese Participants With Type 2 Diabetes,Phase 3,257,INDUSTRY,Eli Lilly and Company,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00108459,Low Carbohydrate Diet Compared to Calorie and Fat Restricted Diet in Patients With Obesity and Type II Diabetes,Phase 3,156,FED,US Department of Veterans Affairs,2004-09-01,2007-12-01,39.0,2004.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02294643,Study Design of 'Influence of Sarpogrelate in Patients With Renal Impairment or Diabetes Mellitus' Study,Phase 3,220,OTHER,Seoul National University Bundang Hospital,2009-04-01,2014-03-01,59.0,2009.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT05998837,GLUcose Transport and REnalPROtection in Chronic Kidney Disease,Phase 2/3,34,OTHER,"IRCCS Azienda Ospedaliera Universitaria San Martino - IST Istituto Nazionale per la Ricerca sul Cancro, Genoa, Italy",,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",PREVENTION,PARALLEL,0,1,Single Country
NCT00276406,Use of Pyridostigmine for Constipation in Diabetics,Phase 1/2,30,OTHER,Mayo Clinic,2006-05-01,2010-10-01,53.0,2006.0,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00220961,Actos Now for Prevention of Diabetes (ACT NOW),Phase 3,602,OTHER,The University of Texas Health Science Center at San Antonio,2004-01-01,2010-04-01,75.0,2004.0,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",PREVENTION,PARALLEL,0,1,Single Country
NCT00951119,Device-guided Breathing Exercises on Blood Pressure in Diabetic Patients,Phase 3,48,OTHER,"Medical Research Foundation, The Netherlands",2009-09-01,2012-06-01,33.0,2009.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT06415214,Efficacy and Safety of HRS-7535 Tablets in Adults With Diabetic Kidney Disease in Type 2 Diabetes,Phase 2,281,INDUSTRY,"Shandong Suncadia Medicine Co., Ltd.",,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02464878,Multicenter Trial of the Effect of AAT on Islet Transplant Engraftment and Durability After Renal Transplant,Phase 2,2,OTHER,Massachusetts General Hospital,2017-01-01,2022-12-01,71.0,2017.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT03217591,A Study to Evaluate the Soluble Guanylate Cyclase (sGC) Stimulator IW-1973 in Diabetic Nephropathy / Diabetic Kidney Disease as Measured by Albuminuria,Phase 2,156,INDUSTRY,Akebia Therapeutics,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00456027,Safety of Diamyd® in Patients With LADA (Latent Autoimmune Diabetes in Adult),Phase 2,160,INDUSTRY,Diamyd Therapeutics AB,2004-12-01,2008-04-01,40.0,2004.0,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT02147496,"Fluid Dairy Products Consumed Before and Within a Pizza Meal on Glycemic Response, Food Intake and Satiety in Children",Phase 1/2,57,OTHER,University of Toronto,2011-09-01,2013-01-01,16.0,2011.0,RANDOMIZED,SINGLE (INVESTIGATOR),BASIC_SCIENCE,CROSSOVER,0,1,Single Country
NCT02302599,Mesenchymal Stem Cells to Treat Type 2 Diabetes,Phase 2,103,OTHER,Chinese PLA General Hospital,2013-01-01,2020-12-01,95.0,2013.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT03662984,Ciprofibrate and Pre-diabetes,Phase 3,11,OTHER,Maastricht University Medical Center,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",BASIC_SCIENCE,CROSSOVER,0,1,Single Country
NCT01227473,We Can Prevent Diabetes: A Behavioral Intervention to Reduce Diabetes Risk in African Americans,Phase 1/2,74,OTHER,"University of North Carolina, Chapel Hill",2010-02-01,2012-05-01,26.9,2010.0,RANDOMIZED,SINGLE (INVESTIGATOR),PREVENTION,PARALLEL,0,1,Single Country
NCT00812578,Metabolic Effects of Vitamin D in Patients With Type 2 Diabetes,Phase 2,16,OTHER,University of Aarhus,2008-12-01,2010-06-01,18.0,2008.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",BASIC_SCIENCE,PARALLEL,0,1,Single Country
NCT05216172,AZD1656 in Transplantation With Diabetes tO PromoTe Immune TOleraNce,Phase 2,26,OTHER,Queen Mary University of London,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00854503,Metabolic and Vascular Effects of Statins in Untreated Dyslipidemic Diabetic Patients,Phase 3,30,OTHER,University of Rome Tor Vergata,2008-09-01,2010-12-01,27.0,2008.0,RANDOMIZED,SINGLE (PARTICIPANT),TREATMENT,CROSSOVER,0,1,Single Country
NCT00400036,Dietary Fish Protein in Subjects With Insulin Resistance,Phase 2,24,OTHER,Laval University,2004-02-01,2005-12-01,22.0,2004.0,RANDOMIZED,NONE,PREVENTION,CROSSOVER,0,1,Single Country
NCT01667614,"Effects of Spironolactone Combination Therapy on Proteinuria, Kidney Function, and Blood Pressure",Phase 2,136,OTHER,Tehran University of Medical Sciences,2010-05-01,2012-07-01,26.0,2010.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02672436,ENERGI-F703 for Diabetic Foot Ulcers Phase II Study,Phase 2,141,INDUSTRY,"Energenesis Biomedical Co., Ltd.",,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00666172,"Effects of Worksite Wellness Interventions on Vascular Function, Insulin Sensitivity and High-Density Lipoprotein in Overweight or Obese Women",Phase 2,270,NIH,"National Heart, Lung, and Blood Institute (NHLBI)",,,,,RANDOMIZED,NONE,PREVENTION,PARALLEL,0,1,Single Country
NCT01025557,"Isovolumetric and Isocaloric Preloads of Various Types of Milk on Food Intake, Subjective Appetite and Glycemic Response",Phase 1/2,52,OTHER,University of Toronto,2009-09-01,2012-05-01,32.0,2009.0,RANDOMIZED,SINGLE (INVESTIGATOR),BASIC_SCIENCE,CROSSOVER,0,1,Single Country
NCT00327054,Effectiveness of Nigella Sativa (Kalonji) Seed in Dyslipidemia,Phase 1/2,80,OTHER,Aga Khan University,2006-02-01,2007-03-01,12.9,2006.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,1,Single Country
NCT06473662,Study to Evaluate the Safety and Efficacy of Oral Insulin Formulation in Type 2 Diabetes Mellitus Subjects,Phase 2,153,INDUSTRY,Roger New,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02386020,Aloe Vera in Chronic Periodontitis With Type 2 Diabetes Mellitus,Phase 2/3,60,OTHER,"Government Dental College and Research Institute, Bangalore",2014-06-01,2014-12-01,6.0,2014.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT02330549,ORION: Effects of Cenicriviroc on Insulin Sensitivity in Subjects With Prediabetes or Type 2 Diabetes Mellitus (T2DM) and Suspected NAFLD,Phase 2,45,INDUSTRY,"Tobira Therapeutics, Inc.",,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,2,Multinational
NCT04071977,Combined Antioxidant Therapy on Oxidative Stress in Aqueous and Vitreous Humor of Diabetic Retinopathy Patients,Phase 2,40,OTHER,University of Guadalajara,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT03751735,Efficacy of Wharton Jelly in Erectile Dysfunction,Phase 1/2,9,OTHER,Sophia Al-Adwan,,,,,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT01215903,Fish Gelatin Supplement and Omega-3 Supplement in Obese or Overweight Subjects With Insulin Resistance,Phase 2,21,OTHER,Laval University,2007-11-01,2009-05-01,18.0,2007.0,RANDOMIZED,NONE,PREVENTION,CROSSOVER,0,1,Single Country
NCT02325466,Comparative Efficacy of Ticagrelor Versus Aspirin on Blood Viscosity in Peripheral Artery Disease Patients With Type 2 Diabetes,Phase 3,70,OTHER,Icahn School of Medicine at Mount Sinai,2015-04-01,,,2015.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT03283566,Hydroxychloroquine and Metabolic Outcomes in Patients Undergoing TPAIT,Phase 2,9,OTHER,The Cleveland Clinic,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01213784,"Optimized Glycemic Control in Heart Failure Patients With DM2:""Effect on Left Ventricular Function and Skeletal Muscle""",Phase 2,40,OTHER,University of Aarhus,2010-09-01,2012-11-01,26.0,2010.0,RANDOMIZED,SINGLE (OUTCOMES_ASSESSOR),TREATMENT,PARALLEL,0,1,Single Country
NCT03118739,Intensive Uric Acid Lowering With Verinurad and Febuxostat in Patients With Albuminuria,Phase 2,60,INDUSTRY,AstraZeneca,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT04527107,A Study to Evaluate THR-149 Treatment for Diabetic Macular Oedema,Phase 2,135,INDUSTRY,Oxurion,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,8,Multinational
NCT01071772,The Effect of Hyperglycemia on LV Function and Exercise Capacity in Diabetics With and Without Heart Failure.,Phase 2,18,OTHER,University of Aarhus,2009-04-01,2010-07-01,15.0,2009.0,RANDOMIZED,NONE,TREATMENT,CROSSOVER,0,1,Single Country
NCT04460326,Novolog vs. Fiasp Insulin in Non-critically Ill Hospitalized Patients With Type 2 Diabetes Mellitus,Phase 3,137,OTHER,Boston Medical Center,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00605280,"A Multi-Center Trial To Evaluate The Safety And Efficacy Of Pegaptanib Sodium(Macugen) Injected Into The Eye Every 6 Weeks For Up To 2 Years For Macular Swelling Associated With Diabetes, With An Open-Label Macugen Year Extension.",Phase 2/3,317,INDUSTRY,Pfizer,2005-09-01,2011-07-01,69.9,2005.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,1,18,Multinational
NCT00694122,Comparison of Lantus and Neutral Protamine Hagedorn (NPH) Insulin in the Dawn Phenomenon,Phase 3,27,OTHER,Massachusetts General Hospital,2005-06-01,2010-11-01,65.0,2005.0,NON_RANDOMIZED,NONE,TREATMENT,CROSSOVER,0,1,Single Country
NCT02062034,Efficacy of Ubiquinone and Combined Antioxidant Therapy in Non-proliferative Diabetic Retinopathy,Phase 2,61,OTHER,University of Guadalajara,2011-02-01,2014-01-01,35.0,2011.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02531035,A Phase 3 Study to Evaluate the Safety of Sotagliflozin in Patients With Type 1 Diabetes Who Have Inadequate Glycemic Control With Insulin Therapy Alone,Phase 3,1405,INDUSTRY,Lexicon Pharmaceuticals,2015-09-01,2017-04-01,19.0,2015.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,19,Multinational
NCT01610934,The Effects of GLP-1 in Maturity-Onset Diabetes of The Young (MODY),Phase 2/3,15,OTHER,"University Hospital, Gentofte, Copenhagen",2012-08-01,2013-08-01,12.0,2012.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT03741660,Konjac-Mannan Improves Glycemia and Other Risk Factors for CHD in T2DM,Phase 2,11,OTHER,Unity Health Toronto,1991-01-01,1998-06-01,89.0,1991.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,CROSSOVER,0,0,Single Country
NCT02653300,A Pilot Study to Assess the Safety of Oral Insulin in Patients With Nonalcolholic Steatohepatitis (NASH),Phase 2,10,INDUSTRY,"Oramed, Ltd.",,,,,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT03656744,A Study of HTD1801 in Adults With Nonalcoholic Steatohepatitis (NASH) and Type 2 Diabetes Mellitus (T2DM),Phase 2,101,INDUSTRY,HighTide Biopharma Pty Ltd,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01031680,"Efficacy and Safety in Patients With Type 2 Diabetes Mellitus, Cardiovascular Disease and Hypertension",Phase 3,922,INDUSTRY,AstraZeneca,2010-02-01,2012-12-01,34.0,2010.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,9,Multinational
NCT03676309,Efficacy and Safety of Nutraceuticals in Patients With Diabetes Mellitus Type II and Dyslipidemia.,Phase 2,90,OTHER,Villa dei Gerani,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02739984,Evaluation of Evolocumab (AMG 145) Efficacy in Diabetic Adults With Hypercholesterolemia/Mixed Dyslipidemia,Phase 3,424,INDUSTRY,Amgen,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,1,7,Multinational
NCT01369069,Stroke Hyperglycemia Insulin Network Effort (SHINE) Trial,Phase 3,1151,OTHER,University of Virginia,2012-04-01,,,2012.0,RANDOMIZED,"DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00917449,Prevention of Type 2 Diabetes Mellitus by L-Arginine in Patients With Metabolic Syndrome,Phase 3,142,OTHER,IRCCS San Raffaele,2005-12-01,2009-06-01,42.0,2005.0,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",PREVENTION,PARALLEL,0,1,Single Country
NCT02242149,Efficacy Study of Diacerein on Glycemic Control and Liver Fat in Type 2 Diabetes Subjects,Phase 3,84,OTHER,Universidade Federal do Rio de Janeiro,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01062763,The Effect of Spironolactone on Blood Pressure in Type-2 Diabetics With Resistant Hypertension,Phase 3,119,OTHER,Ib Abildgaard Jacobsen,2010-03-01,2012-05-01,26.0,2010.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT00312364,"Safety and Efficacy Study of MRE0094 to Treat Chronic, Neuropathic, Diabetic Foot Ulcers",Phase 2,322,INDUSTRY,Pfizer,2005-12-01,2007-12-01,24.0,2005.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,1,Single Country
NCT02358096,A Study to Evaluate ASP8232 as Add-On Therapy to Angiotensin Converting Enzyme Inhibitor (ACEi) or Angiotensin Receptor Blocker (ARB) in Reducing Albuminuria in Patients With Type 2 Diabetes and Chronic Kidney Disease,Phase 2,125,INDUSTRY,Astellas Pharma Europe B.V.,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,9,Multinational
NCT01257776,Human Adipose Derived Mesenchymal Stem Cells for Critical Limb Ischemia (CLI) in Diabetic Patients,Phase 1/2,33,OTHER,Andalusian Initiative for Advanced Therapies - Fundación Pública Andaluza Progreso y Salud,2010-12-01,2015-07-01,55.0,2010.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT03729479,"The MHERO Study (Michigan's Hypertension, Diabetes, and Obesity Education Research Online)",Phase 1/2,94,OTHER,University of Michigan,,,,,RANDOMIZED,SINGLE (OUTCOMES_ASSESSOR),TREATMENT,FACTORIAL,0,1,Single Country
NCT01577095,Evaluating the Effects of Electroacupuncture and Rosiglitazone Combined Therapy,Phase 2,49,OTHER,China Medical University Hospital,2006-04-01,2007-05-01,13.0,2006.0,RANDOMIZED,SINGLE (PARTICIPANT),TREATMENT,PARALLEL,0,1,Single Country
NCT01826409,Hypoglycemic Effects of Fermented Red Ginseng in Subject With Impaired Fasting Glucose or Type 2 Diabetes,Phase 2/3,42,OTHER,Chonbuk National University Hospital,2008-03-01,,,2008.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",PREVENTION,PARALLEL,0,1,Single Country
NCT02316821,The Phase II Study of Bardoxolone Methyl in Patients With Chronic Kidney Disease and Type 2 Diabetes; TSUBAKI Study,Phase 2,216,INDUSTRY,"Kyowa Kirin Co., Ltd.",2014-12-01,2017-09-01,33.0,2014.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01392677,Evaluation of Safety and Efficacy of Dapagliflozin in Subjects With Type 2 Diabetes Who Have Inadequate Glycaemic Control on Background Combination of Metformin and Sulfonylurea,Phase 3,311,INDUSTRY,AstraZeneca,2011-10-01,2013-08-01,22.0,2011.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,6,Multinational
NCT01531114,PraSugrel vs TicagrElor in ST-Elevation Myocardial Infarction paTients With Diabetes Mellitus,Phase 3,50,OTHER,Gennaro Sardella,2013-05-01,2015-07-01,26.0,2013.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT01616433,"Arthritis Foundation Exercise Program & ""10 Keys"" to Healthy Aging--Prevention Research Center",Phase 2,462,OTHER,University of Pittsburgh,2012-03-01,2014-10-01,31.0,2012.0,RANDOMIZED,NONE,PREVENTION,PARALLEL,0,1,Single Country
NCT00842426,Evaluation of Lifestyle Interventions to Treat Elevated Cardiometabolic Risk in Primary Care,Phase 2,241,OTHER,Palo Alto Medical Foundation,2009-06-01,2011-10-01,28.0,2009.0,RANDOMIZED,SINGLE (INVESTIGATOR),HEALTH_SERVICES_RESEARCH,PARALLEL,0,1,Single Country
NCT02457897,Thyroid Hormone to Induce Non-Insulin Mediated Glucose Disposal in People With Insulin Receptor Mutations,Phase 2,7,NIH,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),,,,,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT02154100,"Tart Cherry, Metabolic Syndrome, and Cardiovascular Risk",Phase 2,26,OTHER,Florida State University,2014-04-01,2016-10-01,30.0,2014.0,RANDOMIZED,SINGLE (PARTICIPANT),TREATMENT,PARALLEL,0,1,Single Country
NCT00594399,Enhancing Fitness in Older Pre-diabetic Veterans,Phase 2/3,302,FED,US Department of Veterans Affairs,2008-10-01,2011-06-01,32.0,2008.0,RANDOMIZED,NONE,PREVENTION,PARALLEL,0,1,Single Country
NCT01621178,A Study Comparing Dulaglutide With Insulin Glargine on Glycemic Control in Participants With Type 2 Diabetes (T2D) and Moderate or Severe Chronic Kidney Disease (CKD),Phase 3,577,INDUSTRY,Eli Lilly and Company,2012-07-01,2016-12-01,53.0,2012.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,9,Multinational
NCT04621929,Phentermine/Topiramate for Uric Acid Stones,Phase 3,19,OTHER,University of Florida,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT03668470,Dulaglutide and Insulin MicrosecretiON in Type 1 Diabetes,Phase 2,45,OTHER,Hospices Civils de Lyon,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01794143,A Comparative Effectiveness Study of Major Glycemia-lowering Medications for Treatment of Type 2 Diabetes,Phase 3,7850,OTHER,GRADE Study Group,2013-05-01,,,2013.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00169832,Vein-Coronary Atherosclerosis And Rosiglitazone After Bypass Surgery: The VICTORY Trial,Phase 3,193,OTHER,Laval University,2003-06-01,2007-07-01,49.0,2003.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",PREVENTION,PARALLEL,1,2,Multinational
NCT02213159,Dexmedetomidine for Postoperative Analgesia After Bariatric Surgery,Phase 2/3,60,OTHER,American University of Beirut Medical Center,2014-07-01,2015-12-01,17.0,2014.0,RANDOMIZED,"DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02218099,"A Study to Evaluate the Pharmacokinetics, Pharmacodynamics and Safety of ASP8232 in Subjects With Renal Impairment and in Type 2 Diabetes Mellitus Subjects With Chronic Kidney Disease",Phase 1/2,55,INDUSTRY,Astellas Pharma Europe B.V.,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",BASIC_SCIENCE,PARALLEL,1,3,Multinational
NCT01554618,Safety and Efficacy Study of Exenatide Once Weekly in Adolescents With Type 2 Diabetes,Phase 3,84,INDUSTRY,AstraZeneca,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,7,Multinational
NCT00562952,Nt-proBNP Guided Primary Prevention of CV Events in Diabetic Patients,Phase 2/3,300,OTHER,Medical University of Vienna,2007-11-01,2011-12-01,49.0,2007.0,RANDOMIZED,NONE,PREVENTION,PARALLEL,0,1,Single Country
